Transaction,Items
1603,"['Coke', 'Diapers']"
1604,"['Diapers', 'Butter', 'Juice', 'Beer']"
1605,"['Diapers', 'Eggs', 'Bread', 'Beer']"
1606,"['Milk', 'Beer', 'Bread', 'Eggs', 'Diapers']"
1607,"['Diapers', 'Bread', 'Beer', 'Milk', 'Coke']"
1608,"['Diapers', 'Beer']"
1609,"['Bread', 'Diapers', 'Beer']"
1610,"['Milk', 'Eggs', 'Juice', 'Beer', 'Butter']"
1611,"['Diapers', 'Bread']"
1612,"['Bread', 'Diapers']"
1613,"['Butter', 'Bread', 'Coke']"
1614,"['Butter', 'Eggs', 'Beer', 'Juice', 'Milk']"
1615,"['Diapers', 'Juice', 'Butter']"
1616,"['Coke', 'Beer', 'Diapers']"
1617,"['Diapers', 'Juice']"
1618,"['Butter', 'Juice', 'Milk', 'Coke']"
1619,"['Coke', 'Beer', 'Eggs', 'Milk', 'Diapers']"
1620,"['Coke', 'Milk', 'Diapers']"
1621,"['Coke', 'Eggs', 'Diapers']"
1622,"['Butter', 'Bread', 'Coke', 'Juice']"
1623,"['Milk', 'Eggs', 'Diapers']"
1624,"['Diapers', 'Butter', 'Beer', 'Juice']"
1625,"['Bread', 'Diapers', 'Coke', 'Milk']"
1626,"['Milk', 'Butter', 'Bread', 'Beer']"
1627,"['Butter', 'Beer', 'Eggs']"
1628,"['Juice', 'Diapers', 'Coke', 'Bread']"
1629,"['Juice', 'Butter', 'Beer', 'Milk']"
1630,"['Diapers', 'Coke', 'Milk', 'Beer', 'Butter']"
1631,"['Eggs', 'Juice']"
1632,"['Eggs', 'Butter']"
1633,"['Beer', 'Milk', 'Diapers', 'Juice', 'Bread']"
1634,"['Eggs', 'Milk', 'Butter', 'Diapers', 'Juice']"
1635,"['Coke', 'Butter', 'Milk']"
1636,"['Coke', 'Beer']"
1637,"['Butter', 'Coke', 'Diapers']"
1638,"['Bread', 'Coke']"
1639,"['Eggs', 'Diapers', 'Milk', 'Beer']"
1640,"['Coke', 'Eggs', 'Milk']"
1641,"['Beer', 'Bread', 'Milk']"
1642,"['Diapers', 'Butter', 'Coke', 'Bread', 'Beer']"
1643,"['Bread', 'Milk']"
1644,"['Diapers', 'Butter', 'Bread']"
1645,"['Juice', 'Eggs']"
1646,"['Milk', 'Bread', 'Eggs']"
1647,"['Juice', 'Bread']"
1648,"['Juice', 'Coke', 'Bread', 'Milk', 'Diapers']"
1649,"['Bread', 'Beer']"
1650,"['Juice', 'Beer', 'Bread']"
1651,"['Butter', 'Coke']"
1652,"['Juice', 'Bread', 'Coke', 'Diapers']"
1653,"['Milk', 'Eggs']"
1654,"['Eggs', 'Beer', 'Diapers', 'Milk']"
1655,"['Beer', 'Butter', 'Eggs', 'Bread']"
1656,"['Bread', 'Milk', 'Diapers', 'Coke', 'Juice']"
1657,"['Bread', 'Coke', 'Beer', 'Milk', 'Juice']"
1658,"['Butter', 'Milk']"
1659,"['Milk', 'Juice']"
1660,"['Bread', 'Coke', 'Beer']"
1661,"['Milk', 'Eggs', 'Beer', 'Juice']"
1662,"['Juice', 'Milk']"
1663,"['Coke', 'Eggs', 'Milk']"
1664,"['Eggs', 'Bread', 'Diapers', 'Coke', 'Butter']"
1665,"['Bread', 'Milk', 'Coke', 'Butter', 'Beer']"
1666,"['Bread', 'Beer', 'Diapers', 'Milk', 'Butter']"
1667,"['Butter', 'Eggs', 'Juice', 'Coke', 'Diapers']"
1668,"['Coke', 'Beer', 'Diapers']"
1669,"['Bread', 'Eggs']"
1670,"['Diapers', 'Bread', 'Coke']"
1671,"['Bread', 'Milk', 'Diapers', 'Coke']"
1672,"['Beer', 'Coke', 'Bread', 'Diapers']"
1673,"['Milk', 'Eggs', 'Juice', 'Bread', 'Coke']"
1674,"['Butter', 'Juice']"
1675,"['Coke', 'Bread', 'Eggs', 'Milk']"
1676,"['Butter', 'Coke']"
1677,"['Diapers', 'Eggs']"
1678,"['Bread', 'Juice', 'Diapers', 'Butter', 'Eggs']"
1679,"['Milk', 'Coke', 'Diapers', 'Butter']"
1680,"['Bread', 'Butter']"
1681,"['Eggs', 'Juice', 'Milk']"
1682,"['Eggs', 'Juice']"
1683,"['Diapers', 'Butter', 'Milk']"
1684,"['Bread', 'Eggs', 'Diapers', 'Butter', 'Milk']"
1685,"['Coke', 'Diapers', 'Bread', 'Eggs']"
1686,"['Milk', 'Butter', 'Bread', 'Coke', 'Juice']"
1687,"['Milk', 'Bread']"
1688,"['Bread', 'Beer', 'Butter']"
1689,"['Coke', 'Diapers']"
1690,"['Eggs', 'Milk', 'Beer', 'Butter', 'Diapers']"
1691,"['Bread', 'Coke']"
1692,"['Coke', 'Eggs', 'Butter', 'Milk']"
1693,"['Coke', 'Beer']"
1694,"['Diapers', 'Coke', 'Juice', 'Milk']"
1695,"['Eggs', 'Juice']"
1696,"['Bread', 'Beer']"
1697,"['Coke', 'Bread', 'Diapers']"
1698,"['Bread', 'Diapers', 'Eggs', 'Milk', 'Butter']"
1699,"['Beer', 'Bread']"
1700,"['Butter', 'Beer']"
1701,"['Diapers', 'Juice', 'Beer']"
1702,"['Eggs', 'Diapers', 'Butter', 'Coke']"
1703,"['Beer', 'Coke', 'Milk']"
1704,"['Bread', 'Coke', 'Eggs']"
1705,"['Beer', 'Butter', 'Milk', 'Eggs']"
1706,"['Diapers', 'Eggs', 'Milk', 'Beer', 'Juice']"
1707,"['Bread', 'Milk', 'Diapers']"
1708,"['Diapers', 'Beer', 'Milk']"
1709,"['Juice', 'Butter']"
1710,"['Beer', 'Butter']"
1711,"['Milk', 'Juice', 'Beer', 'Coke', 'Eggs']"
1712,"['Butter', 'Milk']"
1713,"['Diapers', 'Bread', 'Milk']"
1714,"['Diapers', 'Beer', 'Milk', 'Coke']"
1715,"['Milk', 'Beer', 'Juice', 'Diapers']"
1716,"['Milk', 'Eggs', 'Juice', 'Beer']"
1717,"['Juice', 'Beer', 'Coke', 'Eggs']"
1718,"['Bread', 'Milk', 'Juice', 'Eggs']"
1719,"['Eggs', 'Milk', 'Beer']"
1720,"['Butter', 'Beer']"
1721,"['Coke', 'Beer', 'Juice']"
1722,"['Beer', 'Bread', 'Eggs', 'Milk', 'Butter']"
1723,"['Diapers', 'Butter', 'Beer']"
1724,"['Beer', 'Bread', 'Milk', 'Diapers']"
1725,"['Juice', 'Milk', 'Eggs', 'Butter', 'Beer']"
1726,"['Butter', 'Bread', 'Juice', 'Eggs', 'Beer']"
1727,"['Juice', 'Eggs']"
1728,"['Coke', 'Eggs', 'Bread', 'Beer', 'Milk']"
1729,"['Eggs', 'Coke', 'Milk', 'Juice']"
1730,"['Coke', 'Beer', 'Eggs']"
1731,"['Juice', 'Beer', 'Coke', 'Milk']"
1732,"['Bread', 'Eggs', 'Beer', 'Juice', 'Butter']"
1733,"['Juice', 'Milk', 'Coke', 'Eggs']"
1734,"['Milk', 'Juice', 'Beer']"
1735,"['Diapers', 'Juice', 'Butter', 'Bread']"
1736,"['Juice', 'Coke', 'Diapers', 'Milk', 'Beer']"
1737,"['Bread', 'Juice']"
1738,"['Butter', 'Milk', 'Bread']"
1739,"['Butter', 'Milk']"
1740,"['Eggs', 'Milk']"
1741,"['Eggs', 'Butter', 'Coke', 'Diapers']"
1742,"['Milk', 'Beer', 'Butter', 'Eggs', 'Bread']"
1743,"['Milk', 'Eggs']"
1744,"['Butter', 'Milk', 'Beer', 'Juice']"
1745,"['Coke', 'Milk']"
1746,"['Bread', 'Butter', 'Beer']"
1747,"['Milk', 'Eggs', 'Juice', 'Diapers', 'Bread']"
1748,"['Coke', 'Bread']"
1749,"['Beer', 'Diapers', 'Milk', 'Juice', 'Bread']"
1750,"['Butter', 'Bread', 'Diapers', 'Milk', 'Eggs']"
1751,"['Coke', 'Butter']"
1752,"['Eggs', 'Milk', 'Diapers', 'Coke', 'Juice']"
1753,"['Diapers', 'Butter', 'Eggs', 'Coke', 'Milk']"
1754,"['Juice', 'Bread']"
1755,"['Juice', 'Coke', 'Diapers']"
1756,"['Milk', 'Bread', 'Diapers', 'Coke', 'Beer']"
1757,"['Diapers', 'Eggs']"
1758,"['Coke', 'Milk', 'Diapers', 'Eggs']"
1759,"['Butter', 'Diapers', 'Juice', 'Eggs']"
1760,"['Juice', 'Butter']"
1761,"['Butter', 'Juice', 'Beer', 'Bread', 'Eggs']"
1762,"['Eggs', 'Bread', 'Beer', 'Butter']"
1763,"['Butter', 'Eggs', 'Bread']"
1764,"['Milk', 'Beer', 'Eggs']"
1765,"['Butter', 'Eggs', 'Coke']"
1766,"['Butter', 'Milk', 'Beer', 'Diapers', 'Bread']"
1767,"['Eggs', 'Bread']"
1768,"['Eggs', 'Bread', 'Diapers', 'Juice', 'Beer']"
1769,"['Beer', 'Diapers', 'Coke', 'Butter']"
1770,"['Milk', 'Eggs', 'Butter', 'Coke']"
1771,"['Butter', 'Juice', 'Milk', 'Coke', 'Beer']"
1772,"['Beer', 'Eggs', 'Bread', 'Butter', 'Milk']"
1773,"['Diapers', 'Bread', 'Milk', 'Eggs']"
1774,"['Juice', 'Coke', 'Bread']"
1775,"['Butter', 'Milk', 'Eggs']"
1776,"['Coke', 'Milk', 'Beer', 'Butter', 'Diapers']"
1777,"['Coke', 'Juice']"
1778,"['Diapers', 'Bread']"
1779,"['Bread', 'Butter']"
1780,"['Bread', 'Coke', 'Milk', 'Butter', 'Beer']"
1781,"['Juice', 'Coke']"
1782,"['Coke', 'Juice', 'Eggs', 'Butter']"
1783,"['Milk', 'Bread', 'Butter', 'Coke']"
1784,"['Eggs', 'Butter']"
1785,"['Juice', 'Butter']"
1786,"['Bread', 'Butter', 'Beer']"
1787,"['Bread', 'Diapers']"
1788,"['Juice', 'Diapers']"
1789,"['Milk', 'Eggs', 'Diapers']"
1790,"['Coke', 'Beer', 'Milk', 'Eggs']"
1791,"['Milk', 'Diapers', 'Bread', 'Butter', 'Beer']"
1792,"['Coke', 'Diapers', 'Juice']"
1793,"['Butter', 'Coke', 'Bread']"
1794,"['Diapers', 'Butter', 'Milk', 'Coke', 'Bread']"
1795,"['Milk', 'Butter', 'Juice']"
1796,"['Milk', 'Eggs', 'Diapers', 'Beer', 'Juice']"
1797,"['Butter', 'Juice', 'Eggs', 'Diapers']"
1798,"['Milk', 'Bread', 'Juice']"
1799,"['Butter', 'Diapers', 'Milk', 'Beer', 'Bread']"
1800,"['Eggs', 'Diapers', 'Beer', 'Juice']"
1801,"['Juice', 'Milk', 'Beer', 'Coke']"
1802,"['Diapers', 'Juice']"
1803,"['Butter', 'Diapers', 'Juice', 'Eggs']"
1804,"['Coke', 'Eggs', 'Milk', 'Bread', 'Diapers']"
1805,"['Bread', 'Butter', 'Eggs']"
1806,"['Milk', 'Butter', 'Beer', 'Juice', 'Bread']"
1807,"['Beer', 'Juice', 'Milk', 'Diapers']"
1808,"['Juice', 'Bread']"
1809,"['Beer', 'Juice']"
1810,"['Eggs', 'Juice', 'Beer', 'Milk']"
1811,"['Eggs', 'Diapers']"
1812,"['Butter', 'Juice', 'Eggs', 'Beer']"
1813,"['Beer', 'Juice', 'Butter', 'Milk']"
1814,"['Milk', 'Eggs', 'Coke', 'Diapers']"
1815,"['Butter', 'Milk', 'Eggs']"
1816,"['Diapers', 'Butter', 'Bread', 'Juice', 'Beer']"
1817,"['Butter', 'Eggs', 'Juice', 'Beer']"
1818,"['Eggs', 'Juice']"
1819,"['Coke', 'Butter']"
1820,"['Beer', 'Juice', 'Bread', 'Coke']"
1821,"['Coke', 'Bread', 'Juice', 'Diapers']"
1822,"['Beer', 'Bread']"
1823,"['Coke', 'Milk', 'Eggs', 'Diapers']"
1824,"['Butter', 'Diapers']"
1825,"['Bread', 'Coke', 'Diapers']"
1826,"['Milk', 'Beer']"
1827,"['Milk', 'Beer']"
1828,"['Beer', 'Juice']"
1829,"['Diapers', 'Milk', 'Bread']"
1830,"['Coke', 'Bread', 'Diapers']"
1831,"['Milk', 'Eggs', 'Bread']"
1832,"['Eggs', 'Coke', 'Butter', 'Bread']"
1833,"['Bread', 'Beer', 'Milk', 'Coke']"
1834,"['Milk', 'Bread', 'Beer']"
1835,"['Bread', 'Milk', 'Beer', 'Coke', 'Juice']"
1836,"['Milk', 'Diapers', 'Coke', 'Eggs', 'Butter']"
1837,"['Juice', 'Butter']"
1838,"['Bread', 'Juice', 'Beer']"
1839,"['Juice', 'Milk', 'Diapers', 'Bread', 'Butter']"
1840,"['Bread', 'Juice', 'Coke', 'Butter']"
1841,"['Bread', 'Beer', 'Juice']"
1842,"['Beer', 'Butter', 'Milk', 'Diapers', 'Coke']"
1843,"['Butter', 'Bread', 'Milk', 'Diapers']"
1844,"['Butter', 'Coke', 'Bread', 'Eggs', 'Beer']"
1845,"['Butter', 'Juice', 'Beer', 'Diapers', 'Coke']"
1846,"['Butter', 'Beer', 'Eggs', 'Milk', 'Coke']"
1847,"['Butter', 'Juice', 'Diapers', 'Eggs']"
1848,"['Bread', 'Juice', 'Beer']"
1849,"['Coke', 'Milk']"
1850,"['Eggs', 'Bread', 'Coke', 'Milk']"
1851,"['Bread', 'Coke', 'Eggs', 'Diapers', 'Milk']"
1852,"['Eggs', 'Juice', 'Beer', 'Milk']"
1853,"['Coke', 'Diapers', 'Bread', 'Beer']"
1854,"['Diapers', 'Bread', 'Eggs']"
1855,"['Eggs', 'Butter']"
1856,"['Bread', 'Juice', 'Milk']"
1857,"['Coke', 'Beer', 'Milk', 'Diapers', 'Eggs']"
1858,"['Beer', 'Milk']"
1859,"['Coke', 'Eggs']"
1860,"['Beer', 'Eggs', 'Diapers']"
1861,"['Coke', 'Milk']"
1862,"['Milk', 'Juice', 'Butter']"
1863,"['Juice', 'Milk', 'Butter']"
1864,"['Coke', 'Eggs', 'Milk']"
1865,"['Eggs', 'Beer', 'Diapers', 'Butter']"
1866,"['Coke', 'Diapers', 'Milk', 'Juice', 'Eggs']"
1867,"['Juice', 'Eggs', 'Bread']"
1868,"['Beer', 'Bread']"
1869,"['Juice', 'Milk', 'Beer', 'Diapers']"
1870,"['Juice', 'Butter', 'Diapers', 'Beer']"
1871,"['Bread', 'Butter', 'Beer']"
1872,"['Milk', 'Diapers', 'Bread']"
1873,"['Milk', 'Bread', 'Butter']"
1874,"['Bread', 'Diapers', 'Butter', 'Eggs']"
1875,"['Eggs', 'Butter', 'Beer', 'Milk', 'Coke']"
1876,"['Beer', 'Diapers', 'Eggs', 'Bread']"
1877,"['Milk', 'Butter']"
1878,"['Beer', 'Coke', 'Butter', 'Milk', 'Diapers']"
1879,"['Butter', 'Diapers']"
1880,"['Beer', 'Bread', 'Milk', 'Diapers', 'Butter']"
1881,"['Bread', 'Eggs', 'Diapers']"
1882,"['Eggs', 'Butter', 'Coke']"
1883,"['Bread', 'Coke']"
1884,"['Diapers', 'Juice']"
1885,"['Eggs', 'Diapers', 'Bread', 'Juice', 'Milk']"
1886,"['Juice', 'Beer', 'Eggs']"
1887,"['Butter', 'Bread', 'Juice', 'Beer']"
1888,"['Milk', 'Juice', 'Butter', 'Bread', 'Eggs']"
1889,"['Juice', 'Beer']"
1890,"['Milk', 'Eggs']"
1891,"['Butter', 'Diapers']"
1892,"['Milk', 'Bread']"
1893,"['Eggs', 'Coke', 'Bread', 'Diapers']"
1894,"['Butter', 'Beer', 'Coke', 'Juice', 'Diapers']"
1895,"['Juice', 'Diapers', 'Milk', 'Bread']"
1896,"['Butter', 'Juice', 'Coke', 'Eggs', 'Milk']"
1897,"['Milk', 'Bread', 'Coke']"
1898,"['Bread', 'Beer']"
1899,"['Milk', 'Butter', 'Beer', 'Bread']"
1900,"['Diapers', 'Milk', 'Butter', 'Juice']"
1901,"['Milk', 'Coke']"
1902,"['Butter', 'Coke']"
1903,"['Eggs', 'Coke', 'Juice']"
1904,"['Beer', 'Juice', 'Coke']"
1905,"['Beer', 'Eggs', 'Diapers', 'Coke', 'Juice']"
1906,"['Juice', 'Milk']"
1907,"['Coke', 'Milk', 'Eggs']"
1908,"['Milk', 'Juice']"
1909,"['Milk', 'Juice', 'Coke', 'Bread', 'Beer']"
1910,"['Eggs', 'Diapers', 'Coke']"
1911,"['Juice', 'Coke', 'Diapers']"
1912,"['Coke', 'Diapers', 'Milk', 'Butter']"
1913,"['Beer', 'Milk']"
1914,"['Bread', 'Coke', 'Butter']"
1915,"['Eggs', 'Butter', 'Diapers', 'Coke']"
1916,"['Eggs', 'Juice', 'Butter']"
1917,"['Bread', 'Juice', 'Eggs', 'Diapers', 'Butter']"
1918,"['Beer', 'Bread', 'Coke']"
1919,"['Coke', 'Diapers', 'Milk', 'Butter']"
1920,"['Milk', 'Diapers', 'Eggs']"
1921,"['Coke', 'Beer', 'Juice']"
1922,"['Bread', 'Diapers', 'Eggs']"
1923,"['Butter', 'Eggs']"
1924,"['Milk', 'Eggs']"
1925,"['Diapers', 'Coke', 'Butter', 'Juice']"
1926,"['Beer', 'Diapers']"
1927,"['Diapers', 'Coke', 'Milk', 'Bread', 'Juice']"
1928,"['Juice', 'Milk']"
1929,"['Beer', 'Milk', 'Juice', 'Coke', 'Bread']"
1930,"['Bread', 'Butter']"
1931,"['Diapers', 'Beer', 'Coke']"
1932,"['Milk', 'Diapers']"
1933,"['Juice', 'Milk']"
1934,"['Bread', 'Eggs']"
1935,"['Beer', 'Butter']"
1936,"['Diapers', 'Butter', 'Coke', 'Juice', 'Milk']"
1937,"['Diapers', 'Butter', 'Milk', 'Eggs', 'Coke']"
1938,"['Beer', 'Eggs', 'Bread', 'Juice', 'Butter']"
1939,"['Butter', 'Diapers']"
1940,"['Bread', 'Milk', 'Beer']"
1941,"['Diapers', 'Milk', 'Coke', 'Bread', 'Butter']"
1942,"['Bread', 'Juice']"
1943,"['Diapers', 'Eggs']"
1944,"['Milk', 'Coke']"
1945,"['Eggs', 'Coke', 'Juice']"
1946,"['Bread', 'Beer']"
1947,"['Bread', 'Milk', 'Coke']"
1948,"['Beer', 'Eggs', 'Diapers', 'Coke', 'Juice']"
1949,"['Beer', 'Eggs', 'Juice', 'Milk', 'Diapers']"
1950,"['Juice', 'Butter']"
1951,"['Beer', 'Juice', 'Butter', 'Eggs', 'Coke']"
1952,"['Butter', 'Bread', 'Beer', 'Diapers', 'Eggs']"
1953,"['Butter', 'Coke', 'Eggs']"
1954,"['Eggs', 'Juice']"
1955,"['Butter', 'Eggs', 'Beer']"
1956,"['Butter', 'Milk', 'Eggs', 'Diapers']"
1957,"['Beer', 'Milk']"
1958,"['Eggs', 'Beer', 'Juice', 'Bread']"
1959,"['Milk', 'Butter', 'Diapers', 'Eggs']"
1960,"['Milk', 'Coke', 'Eggs', 'Bread']"
1961,"['Butter', 'Eggs']"
1962,"['Bread', 'Coke', 'Butter']"
1963,"['Beer', 'Coke', 'Milk']"
1964,"['Bread', 'Juice', 'Butter', 'Eggs', 'Coke']"
1965,"['Coke', 'Beer']"
1966,"['Juice', 'Milk', 'Butter', 'Diapers']"
1967,"['Butter', 'Bread', 'Diapers', 'Juice']"
1968,"['Butter', 'Diapers', 'Coke', 'Juice', 'Beer']"
1969,"['Eggs', 'Milk', 'Coke', 'Bread']"
1970,"['Coke', 'Beer', 'Butter', 'Milk']"
1971,"['Coke', 'Diapers', 'Eggs', 'Beer', 'Juice']"
1972,"['Milk', 'Bread', 'Butter']"
1973,"['Milk', 'Butter']"
1974,"['Juice', 'Eggs', 'Milk']"
1975,"['Butter', 'Coke']"
1976,"['Juice', 'Beer']"
1977,"['Beer', 'Coke', 'Diapers', 'Juice', 'Milk']"
1978,"['Beer', 'Diapers', 'Eggs', 'Bread', 'Butter']"
1979,"['Bread', 'Beer', 'Butter']"
1980,"['Bread', 'Butter', 'Eggs']"
1981,"['Beer', 'Milk']"
1982,"['Bread', 'Butter']"
1983,"['Eggs', 'Butter', 'Milk', 'Beer', 'Juice']"
1984,"['Butter', 'Bread', 'Juice', 'Diapers', 'Milk']"
1985,"['Eggs', 'Bread', 'Milk', 'Butter', 'Coke']"
1986,"['Coke', 'Beer', 'Butter']"
1987,"['Milk', 'Beer', 'Juice']"
1988,"['Bread', 'Eggs', 'Butter']"
1989,"['Juice', 'Coke', 'Diapers']"
1990,"['Butter', 'Diapers', 'Coke', 'Milk', 'Eggs']"
1991,"['Diapers', 'Milk', 'Beer']"
1992,"['Eggs', 'Milk']"
1993,"['Milk', 'Bread', 'Eggs']"
1994,"['Juice', 'Bread', 'Beer']"
1995,"['Beer', 'Diapers', 'Coke', 'Bread']"
1996,"['Coke', 'Butter', 'Bread', 'Juice']"
1997,"['Juice', 'Coke']"
1998,"['Coke', 'Milk', 'Juice', 'Eggs', 'Butter']"
1999,"['Bread', 'Beer', 'Coke']"
2000,"['Juice', 'Coke', 'Beer']"
