Student,Courses
1584,"['Web Development', 'Deep Learning']"
1585,"['Web Development', 'Python Basics']"
1586,"['Neural Networks', 'Web Development', 'Deep Learning']"
1587,"['Web Development', 'SQL', 'Machine Learning']"
1588,"['Big Data', 'Deep Learning', 'Web Development']"
1589,"['SQL', 'Big Data', 'Python Basics']"
1590,"['Statistics', 'Data Science', 'Web Development']"
1591,"['SQL', 'Big Data']"
1592,"['Data Science', 'Web Development', 'Big Data']"
1593,"['Python Basics', 'SQL']"
1594,"['Python Basics', 'Web Development']"
1595,"['Big Data', 'AI', 'Machine Learning', 'Data Science']"
1596,"['SQL', 'Neural Networks', 'Web Development']"
1597,"['Data Science', 'Python Basics']"
1598,"['Python Basics', 'Deep Learning']"
1599,"['SQL', 'Statistics', 'Big Data', 'Deep Learning']"
1600,"['AI', 'Big Data']"
1601,"['Neural Networks', 'Python Basics', 'Big Data', 'Statistics']"
1602,"['Deep Learning', 'AI', 'SQL', 'Machine Learning']"
1603,"['AI', 'Web Development']"
1604,"['AI', 'Statistics']"
1605,"['Deep Learning', 'Data Science']"
1606,"['Deep Learning', 'AI']"
1607,"['Python Basics', 'Data Science']"
1608,"['Python Basics', 'Data Science', 'Statistics']"
1609,"['Neural Networks', 'Web Development']"
1610,"['Big Data', 'SQL', 'Neural Networks', 'Python Basics']"
1611,"['Machine Learning', 'Python Basics', 'Data Science', 'Web Development']"
1612,"['SQL', 'Big Data', 'Deep Learning', 'Neural Networks']"
1613,"['Neural Networks', 'AI']"
1614,"['Big Data', 'AI', 'Deep Learning']"
1615,"['Big Data', 'Neural Networks']"
1616,"['Web Development', 'Data Science']"
1617,"['Deep Learning', 'Neural Networks', 'Big Data']"
1618,"['SQL', 'Statistics', 'Deep Learning', 'Data Science']"
1619,"['SQL', 'AI', 'Neural Networks', 'Machine Learning']"
1620,"['Neural Networks', 'Deep Learning', 'Big Data']"
1621,"['Big Data', 'Data Science', 'Deep Learning']"
1622,"['AI', 'Machine Learning', 'Data Science']"
1623,"['Python Basics', 'Machine Learning', 'Data Science', 'Neural Networks']"
1624,"['Python Basics', 'Deep Learning', 'Web Development']"
1625,"['Python Basics', 'Deep Learning', 'SQL']"
1626,"['Neural Networks', 'Machine Learning', 'AI']"
1627,"['Data Science', 'Neural Networks', 'AI']"
1628,"['Machine Learning', 'Web Development', 'Data Science', 'Deep Learning']"
1629,"['Statistics', 'Neural Networks']"
1630,"['Deep Learning', 'Statistics', 'Python Basics']"
1631,"['Web Development', 'Statistics', 'Deep Learning', 'AI']"
1632,"['SQL', 'Deep Learning']"
1633,"['Deep Learning', 'Web Development', 'Data Science', 'SQL']"
1634,"['SQL', 'Web Development', 'AI', 'Python Basics']"
1635,"['Web Development', 'Big Data', 'AI', 'Neural Networks']"
1636,"['Statistics', 'Data Science']"
1637,"['Big Data', 'Statistics']"
1638,"['Statistics', 'SQL', 'Python Basics']"
1639,"['Statistics', 'Neural Networks', 'AI']"
1640,"['Deep Learning', 'Neural Networks']"
1641,"['Data Science', 'AI']"
1642,"['Deep Learning', 'SQL']"
1643,"['Big Data', 'AI', 'Deep Learning']"
1644,"['Web Development', 'Neural Networks', 'AI', 'Deep Learning']"
1645,"['Neural Networks', 'SQL', 'Deep Learning']"
1646,"['Data Science', 'Machine Learning', 'Big Data', 'AI']"
1647,"['Statistics', 'AI', 'Web Development']"
1648,"['Big Data', 'Machine Learning']"
1649,"['Python Basics', 'Deep Learning']"
1650,"['SQL', 'Statistics', 'Big Data', 'Machine Learning']"
1651,"['SQL', 'Data Science']"
1652,"['Machine Learning', 'Web Development', 'Python Basics']"
1653,"['Deep Learning', 'Statistics']"
1654,"['Big Data', 'Python Basics', 'AI']"
1655,"['SQL', 'Statistics', 'Web Development', 'Machine Learning']"
1656,"['Machine Learning', 'Big Data', 'Neural Networks']"
1657,"['Python Basics', 'Data Science', 'Deep Learning', 'Machine Learning']"
1658,"['Data Science', 'Web Development', 'Neural Networks']"
1659,"['Big Data', 'AI']"
1660,"['SQL', 'Web Development']"
1661,"['Web Development', 'Big Data', 'Data Science', 'SQL']"
1662,"['Big Data', 'Web Development', 'Machine Learning', 'Neural Networks']"
1663,"['Web Development', 'Statistics', 'Data Science']"
1664,"['AI', 'SQL']"
1665,"['SQL', 'Neural Networks']"
1666,"['Statistics', 'Deep Learning']"
1667,"['Neural Networks', 'Python Basics', 'Web Development', 'SQL']"
1668,"['Python Basics', 'Deep Learning']"
1669,"['AI', 'Neural Networks']"
1670,"['Machine Learning', 'Statistics']"
1671,"['Data Science', 'AI', 'Statistics']"
1672,"['AI', 'Deep Learning', 'SQL', 'Big Data']"
1673,"['Deep Learning', 'Big Data']"
1674,"['Data Science', 'Machine Learning']"
1675,"['Deep Learning', 'Python Basics', 'AI', 'Statistics']"
1676,"['Statistics', 'SQL', 'Web Development', 'Deep Learning']"
1677,"['Machine Learning', 'Neural Networks']"
1678,"['Statistics', 'SQL', 'Neural Networks']"
1679,"['Python Basics', 'AI']"
1680,"['Web Development', 'Machine Learning']"
1681,"['Machine Learning', 'Neural Networks', 'Statistics']"
1682,"['Big Data', 'Web Development', 'Python Basics', 'Deep Learning']"
1683,"['Deep Learning', 'Neural Networks', 'Big Data']"
1684,"['Statistics', 'SQL']"
1685,"['Deep Learning', 'AI']"
1686,"['Big Data', 'Statistics', 'AI', 'Data Science']"
1687,"['Statistics', 'Web Development']"
1688,"['Web Development', 'Machine Learning', 'Neural Networks', 'AI']"
1689,"['Big Data', 'Web Development', 'Neural Networks', 'Python Basics']"
1690,"['Machine Learning', 'Neural Networks', 'Python Basics']"
1691,"['Statistics', 'Machine Learning', 'Deep Learning', 'SQL']"
1692,"['Data Science', 'Big Data', 'SQL']"
1693,"['SQL', 'Python Basics', 'Data Science', 'Deep Learning']"
1694,"['SQL', 'Big Data', 'Data Science']"
1695,"['Neural Networks', 'Statistics', 'SQL']"
1696,"['Big Data', 'Neural Networks', 'Python Basics', 'Deep Learning']"
1697,"['Machine Learning', 'Neural Networks']"
1698,"['Deep Learning', 'Python Basics', 'Machine Learning']"
1699,"['Neural Networks', 'Data Science', 'Web Development', 'SQL']"
1700,"['Deep Learning', 'Statistics', 'AI', 'Big Data']"
1701,"['Python Basics', 'Web Development', 'Big Data', 'Data Science']"
1702,"['SQL', 'Machine Learning', 'Statistics']"
1703,"['Deep Learning', 'AI', 'Web Development']"
1704,"['Python Basics', 'Deep Learning', 'Data Science', 'Neural Networks']"
1705,"['Web Development', 'Statistics', 'Data Science', 'SQL']"
1706,"['Web Development', 'SQL', 'Big Data']"
1707,"['Data Science', 'Deep Learning', 'Web Development']"
1708,"['Neural Networks', 'Python Basics']"
1709,"['Machine Learning', 'Statistics', 'Deep Learning']"
1710,"['Neural Networks', 'Statistics']"
1711,"['Data Science', 'Neural Networks']"
1712,"['AI', 'Data Science', 'Machine Learning', 'Python Basics']"
1713,"['Deep Learning', 'Machine Learning', 'Neural Networks', 'Data Science']"
1714,"['Neural Networks', 'Statistics', 'Data Science', 'Machine Learning']"
1715,"['SQL', 'Neural Networks']"
1716,"['Python Basics', 'Web Development', 'Deep Learning']"
1717,"['Big Data', 'AI', 'Neural Networks']"
1718,"['Machine Learning', 'Web Development']"
1719,"['Statistics', 'SQL', 'Python Basics', 'Neural Networks']"
1720,"['Python Basics', 'Data Science', 'AI', 'Web Development']"
1721,"['Statistics', 'Web Development', 'SQL']"
1722,"['Statistics', 'Machine Learning', 'Neural Networks']"
1723,"['Python Basics', 'Deep Learning']"
1724,"['SQL', 'AI', 'Big Data', 'Neural Networks']"
1725,"['Deep Learning', 'Big Data', 'AI']"
1726,"['AI', 'Statistics', 'Web Development']"
1727,"['Statistics', 'Machine Learning', 'AI', 'Python Basics']"
1728,"['AI', 'Data Science', 'Neural Networks', 'Web Development']"
1729,"['Deep Learning', 'Machine Learning', 'AI']"
1730,"['SQL', 'Python Basics']"
1731,"['Neural Networks', 'AI', 'Deep Learning', 'Web Development']"
1732,"['AI', 'Web Development']"
1733,"['Neural Networks', 'Machine Learning']"
1734,"['Data Science', 'Web Development']"
1735,"['Python Basics', 'AI', 'Machine Learning']"
1736,"['Big Data', 'Python Basics', 'AI']"
1737,"['AI', 'Data Science', 'Statistics']"
1738,"['Data Science', 'Web Development', 'Big Data', 'Neural Networks']"
1739,"['Neural Networks', 'Data Science', 'AI', 'Deep Learning']"
1740,"['SQL', 'Data Science', 'Neural Networks', 'Statistics']"
1741,"['Neural Networks', 'Statistics']"
1742,"['Python Basics', 'AI']"
1743,"['Neural Networks', 'Deep Learning']"
1744,"['Neural Networks', 'Statistics', 'Web Development']"
1745,"['Deep Learning', 'Neural Networks', 'AI', 'Statistics']"
1746,"['Neural Networks', 'SQL']"
1747,"['Statistics', 'Big Data', 'AI']"
1748,"['Statistics', 'Deep Learning', 'Machine Learning', 'Big Data']"
1749,"['Web Development', 'Machine Learning', 'Deep Learning', 'Python Basics']"
1750,"['Python Basics', 'Statistics']"
1751,"['Statistics', 'AI', 'Web Development', 'Data Science']"
1752,"['Neural Networks', 'Deep Learning', 'Data Science', 'SQL']"
1753,"['Statistics', 'AI', 'Deep Learning', 'Big Data']"
1754,"['SQL', 'Statistics', 'Data Science', 'Big Data']"
1755,"['Web Development', 'Python Basics', 'Deep Learning']"
1756,"['Machine Learning', 'Web Development', 'Big Data']"
1757,"['Statistics', 'Data Science']"
1758,"['Machine Learning', 'SQL', 'Python Basics', 'Deep Learning']"
1759,"['Big Data', 'Python Basics', 'AI']"
1760,"['Big Data', 'Neural Networks', 'Machine Learning', 'Python Basics']"
1761,"['Big Data', 'Statistics']"
1762,"['Statistics', 'SQL', 'Deep Learning', 'Data Science']"
1763,"['Data Science', 'Web Development', 'Python Basics']"
1764,"['Web Development', 'Machine Learning']"
1765,"['Big Data', 'Statistics', 'Data Science']"
1766,"['AI', 'Neural Networks', 'Data Science']"
1767,"['Neural Networks', 'Machine Learning', 'Statistics', 'Data Science']"
1768,"['Big Data', 'Python Basics']"
1769,"['Data Science', 'Neural Networks', 'SQL', 'Python Basics']"
1770,"['SQL', 'Big Data']"
1771,"['Deep Learning', 'Big Data', 'Neural Networks', 'Statistics']"
1772,"['Neural Networks', 'SQL', 'Big Data']"
1773,"['Neural Networks', 'Big Data']"
1774,"['Statistics', 'SQL']"
1775,"['Machine Learning', 'Big Data']"
1776,"['Machine Learning', 'Big Data']"
1777,"['Deep Learning', 'Statistics', 'Web Development']"
1778,"['SQL', 'Machine Learning', 'AI', 'Deep Learning']"
1779,"['Web Development', 'Data Science']"
1780,"['Machine Learning', 'Statistics', 'Web Development', 'Python Basics']"
1781,"['SQL', 'Machine Learning']"
1782,"['AI', 'Machine Learning']"
1783,"['SQL', 'Big Data']"
1784,"['Statistics', 'SQL']"
1785,"['Machine Learning', 'AI', 'Big Data']"
1786,"['Web Development', 'SQL', 'Data Science']"
1787,"['Web Development', 'SQL', 'Machine Learning', 'Deep Learning']"
1788,"['Neural Networks', 'SQL']"
1789,"['Data Science', 'SQL']"
1790,"['AI', 'Python Basics']"
1791,"['Neural Networks', 'Machine Learning', 'Big Data', 'SQL']"
1792,"['Statistics', 'Machine Learning', 'Neural Networks']"
1793,"['Web Development', 'Data Science', 'Statistics']"
1794,"['Data Science', 'Neural Networks']"
1795,"['Statistics', 'Deep Learning']"
1796,"['Deep Learning', 'SQL', 'Big Data']"
1797,"['Deep Learning', 'Machine Learning']"
1798,"['Python Basics', 'AI']"
1799,"['AI', 'Statistics', 'Machine Learning']"
1800,"['Deep Learning', 'Python Basics', 'Machine Learning', 'SQL']"
1801,"['Neural Networks', 'Machine Learning', 'Web Development']"
1802,"['Statistics', 'Neural Networks', 'SQL']"
1803,"['Deep Learning', 'Neural Networks', 'Web Development']"
1804,"['AI', 'Python Basics']"
1805,"['Statistics', 'Machine Learning']"
1806,"['Machine Learning', 'Deep Learning', 'Statistics', 'Neural Networks']"
1807,"['Neural Networks', 'AI', 'Deep Learning', 'Statistics']"
1808,"['Web Development', 'SQL', 'Deep Learning']"
1809,"['Big Data', 'Web Development', 'SQL']"
1810,"['Web Development', 'Machine Learning']"
1811,"['Deep Learning', 'Neural Networks']"
1812,"['Deep Learning', 'AI']"
1813,"['Machine Learning', 'AI', 'Big Data', 'Deep Learning']"
1814,"['Web Development', 'Machine Learning', 'Neural Networks', 'Python Basics']"
1815,"['SQL', 'Web Development']"
1816,"['Data Science', 'AI', 'Web Development']"
1817,"['Data Science', 'SQL', 'Statistics']"
1818,"['Python Basics', 'Neural Networks', 'Deep Learning']"
1819,"['Neural Networks', 'Big Data', 'Web Development']"
1820,"['Python Basics', 'Machine Learning', 'AI']"
1821,"['Machine Learning', 'Deep Learning', 'Web Development', 'Statistics']"
1822,"['Web Development', 'Deep Learning']"
1823,"['Statistics', 'Python Basics', 'Neural Networks', 'AI']"
1824,"['Deep Learning', 'Python Basics', 'AI']"
1825,"['Machine Learning', 'Statistics']"
1826,"['Neural Networks', 'Data Science']"
1827,"['Big Data', 'Data Science', 'Machine Learning', 'Web Development']"
1828,"['Deep Learning', 'Neural Networks']"
1829,"['SQL', 'Data Science', 'AI']"
1830,"['Deep Learning', 'Web Development', 'Statistics']"
1831,"['Big Data', 'Neural Networks', 'SQL', 'AI']"
1832,"['SQL', 'Statistics', 'Web Development', 'Data Science']"
1833,"['SQL', 'Neural Networks']"
1834,"['Statistics', 'AI']"
1835,"['Neural Networks', 'Statistics', 'AI', 'Deep Learning']"
1836,"['Big Data', 'Deep Learning', 'Python Basics']"
1837,"['Machine Learning', 'AI']"
1838,"['Big Data', 'SQL', 'Neural Networks']"
1839,"['Machine Learning', 'Python Basics']"
1840,"['AI', 'Machine Learning', 'Data Science', 'Big Data']"
1841,"['Statistics', 'Deep Learning']"
1842,"['Neural Networks', 'SQL', 'Data Science']"
1843,"['Machine Learning', 'AI']"
1844,"['Python Basics', 'Data Science', 'Big Data']"
1845,"['Deep Learning', 'Python Basics', 'AI']"
1846,"['Statistics', 'Data Science', 'Deep Learning', 'Big Data']"
1847,"['SQL', 'Machine Learning', 'Statistics']"
1848,"['Neural Networks', 'Machine Learning']"
1849,"['SQL', 'AI', 'Statistics', 'Deep Learning']"
1850,"['Deep Learning', 'Python Basics', 'Machine Learning']"
1851,"['Statistics', 'Neural Networks', 'AI', 'Deep Learning']"
1852,"['Web Development', 'AI']"
1853,"['SQL', 'AI']"
1854,"['Deep Learning', 'Machine Learning']"
1855,"['Web Development', 'Neural Networks', 'Python Basics', 'Deep Learning']"
1856,"['Machine Learning', 'Web Development']"
1857,"['AI', 'Machine Learning', 'SQL', 'Big Data']"
1858,"['Machine Learning', 'SQL', 'AI', 'Deep Learning']"
1859,"['Neural Networks', 'Statistics', 'Python Basics']"
1860,"['Neural Networks', 'AI']"
1861,"['Python Basics', 'Machine Learning']"
1862,"['Machine Learning', 'Statistics', 'Neural Networks', 'Data Science']"
1863,"['AI', 'SQL']"
1864,"['Big Data', 'Machine Learning', 'SQL', 'Data Science']"
1865,"['SQL', 'Machine Learning', 'Big Data']"
1866,"['Neural Networks', 'Data Science']"
1867,"['Neural Networks', 'Machine Learning', 'Deep Learning']"
1868,"['Statistics', 'Deep Learning', 'AI', 'Data Science']"
1869,"['Machine Learning', 'Python Basics', 'Neural Networks']"
1870,"['Machine Learning', 'SQL', 'Deep Learning']"
1871,"['Python Basics', 'AI']"
1872,"['Big Data', 'Statistics', 'Deep Learning', 'AI']"
1873,"['Machine Learning', 'Web Development', 'AI', 'Python Basics']"
1874,"['Neural Networks', 'SQL']"
1875,"['SQL', 'Python Basics', 'Data Science']"
1876,"['Web Development', 'Big Data']"
1877,"['Deep Learning', 'Neural Networks']"
1878,"['AI', 'Statistics', 'Data Science']"
1879,"['Data Science', 'Machine Learning']"
1880,"['AI', 'Neural Networks']"
1881,"['Deep Learning', 'AI', 'Machine Learning']"
1882,"['Data Science', 'Statistics', 'Web Development', 'SQL']"
1883,"['Machine Learning', 'Neural Networks', 'Web Development', 'Statistics']"
1884,"['AI', 'Machine Learning']"
1885,"['Machine Learning', 'Data Science', 'Python Basics', 'Web Development']"
1886,"['AI', 'Data Science', 'SQL']"
1887,"['Machine Learning', 'Web Development', 'Big Data']"
1888,"['SQL', 'Machine Learning', 'Data Science']"
1889,"['AI', 'Python Basics', 'Big Data']"
1890,"['SQL', 'Big Data', 'Deep Learning']"
1891,"['AI', 'Machine Learning', 'SQL']"
1892,"['Data Science', 'Python Basics', 'Deep Learning']"
1893,"['Python Basics', 'Big Data', 'AI']"
1894,"['Big Data', 'Deep Learning', 'Machine Learning', 'Statistics']"
1895,"['Statistics', 'Python Basics', 'Data Science']"
1896,"['Web Development', 'Statistics']"
1897,"['Python Basics', 'Data Science', 'Web Development', 'Machine Learning']"
1898,"['Python Basics', 'AI', 'Web Development']"
1899,"['Web Development', 'Deep Learning', 'Machine Learning', 'AI']"
1900,"['Machine Learning', 'Statistics', 'AI']"
1901,"['Web Development', 'Deep Learning']"
1902,"['Big Data', 'Statistics', 'Neural Networks']"
1903,"['Deep Learning', 'Web Development', 'AI', 'Data Science']"
1904,"['SQL', 'Neural Networks', 'Machine Learning', 'Statistics']"
1905,"['Statistics', 'AI', 'SQL']"
1906,"['Machine Learning', 'SQL', 'Data Science']"
1907,"['Statistics', 'Data Science']"
1908,"['Python Basics', 'Statistics', 'AI', 'Deep Learning']"
1909,"['AI', 'Statistics']"
1910,"['AI', 'Machine Learning']"
1911,"['Web Development', 'Deep Learning', 'Python Basics', 'Machine Learning']"
1912,"['Data Science', 'Deep Learning', 'Python Basics', 'Machine Learning']"
1913,"['Big Data', 'Web Development', 'Data Science', 'Statistics']"
1914,"['AI', 'Data Science', 'Web Development']"
1915,"['Neural Networks', 'SQL', 'Deep Learning']"
1916,"['SQL', 'AI']"
1917,"['Statistics', 'Deep Learning', 'Web Development', 'Neural Networks']"
1918,"['Machine Learning', 'Neural Networks', 'Deep Learning']"
1919,"['Big Data', 'Deep Learning']"
1920,"['Statistics', 'Web Development', 'Python Basics', 'AI']"
1921,"['Machine Learning', 'Deep Learning']"
1922,"['AI', 'Data Science']"
1923,"['Statistics', 'Deep Learning', 'Data Science', 'Neural Networks']"
1924,"['Statistics', 'Python Basics', 'Deep Learning', 'Neural Networks']"
1925,"['Data Science', 'Deep Learning']"
1926,"['Machine Learning', 'Web Development']"
1927,"['Web Development', 'Data Science']"
1928,"['Deep Learning', 'Web Development', 'SQL']"
1929,"['Neural Networks', 'Deep Learning', 'Data Science', 'Machine Learning']"
1930,"['Deep Learning', 'Statistics', 'Big Data', 'Web Development']"
1931,"['SQL', 'Statistics', 'Deep Learning']"
1932,"['Python Basics', 'Statistics', 'Machine Learning']"
1933,"['Data Science', 'Statistics', 'Neural Networks']"
1934,"['SQL', 'Python Basics', 'Machine Learning', 'AI']"
1935,"['SQL', 'Big Data', 'Web Development', 'Data Science']"
1936,"['Statistics', 'SQL', 'Neural Networks']"
1937,"['AI', 'SQL', 'Python Basics', 'Deep Learning']"
1938,"['AI', 'Deep Learning', 'Web Development', 'Python Basics']"
1939,"['AI', 'Python Basics']"
1940,"['Python Basics', 'SQL', 'Web Development', 'Data Science']"
1941,"['Python Basics', 'Web Development', 'AI', 'Deep Learning']"
1942,"['SQL', 'Machine Learning', 'Neural Networks', 'Big Data']"
1943,"['Big Data', 'AI', 'SQL', 'Web Development']"
1944,"['Web Development', 'Statistics', 'Machine Learning', 'Neural Networks']"
1945,"['Machine Learning', 'Deep Learning']"
1946,"['Machine Learning', 'Deep Learning', 'Python Basics', 'Data Science']"
1947,"['Deep Learning', 'Neural Networks', 'Statistics']"
1948,"['Data Science', 'Big Data']"
1949,"['Machine Learning', 'Web Development', 'SQL', 'AI']"
1950,"['Statistics', 'AI']"
1951,"['Data Science', 'Web Development', 'AI']"
1952,"['Statistics', 'Neural Networks', 'SQL']"
1953,"['Data Science', 'Deep Learning']"
1954,"['Machine Learning', 'AI', 'Python Basics', 'Big Data']"
1955,"['Data Science', 'Neural Networks', 'SQL']"
1956,"['Big Data', 'Statistics']"
1957,"['Data Science', 'SQL', 'Web Development']"
1958,"['Data Science', 'Neural Networks', 'Python Basics', 'Big Data']"
1959,"['Deep Learning', 'SQL']"
1960,"['Python Basics', 'AI', 'SQL', 'Neural Networks']"
1961,"['AI', 'SQL']"
1962,"['Big Data', 'Web Development']"
1963,"['Python Basics', 'SQL', 'Neural Networks', 'Data Science']"
1964,"['Python Basics', 'AI']"
1965,"['Neural Networks', 'Big Data', 'SQL', 'Deep Learning']"
1966,"['AI', 'SQL']"
1967,"['Machine Learning', 'Web Development', 'Data Science', 'Python Basics']"
1968,"['SQL', 'Neural Networks', 'Data Science']"
1969,"['SQL', 'Web Development', 'Deep Learning']"
1970,"['Deep Learning', 'Web Development']"
1971,"['Data Science', 'Big Data']"
1972,"['Python Basics', 'Deep Learning']"
1973,"['Neural Networks', 'AI']"
1974,"['Python Basics', 'Statistics', 'Machine Learning']"
1975,"['AI', 'Big Data', 'Deep Learning']"
1976,"['Deep Learning', 'Data Science']"
1977,"['Python Basics', 'Web Development', 'AI', 'Machine Learning']"
1978,"['Deep Learning', 'SQL']"
1979,"['Machine Learning', 'Neural Networks', 'Data Science']"
1980,"['Machine Learning', 'Data Science']"
1981,"['Machine Learning', 'SQL']"
1982,"['SQL', 'Statistics', 'Big Data', 'Data Science']"
1983,"['Big Data', 'Python Basics', 'Neural Networks', 'Machine Learning']"
1984,"['Python Basics', 'Statistics']"
1985,"['Data Science', 'Web Development', 'Machine Learning']"
1986,"['Web Development', 'Machine Learning', 'Neural Networks']"
1987,"['SQL', 'Python Basics', 'Data Science', 'Big Data']"
1988,"['Deep Learning', 'Python Basics']"
1989,"['Statistics', 'Big Data']"
1990,"['Machine Learning', 'Web Development', 'Deep Learning', 'Data Science']"
1991,"['SQL', 'Web Development']"
1992,"['Neural Networks', 'Web Development']"
1993,"['AI', 'Deep Learning', 'Web Development', 'Machine Learning']"
1994,"['Web Development', 'SQL', 'Deep Learning', 'Python Basics']"
1995,"['Python Basics', 'AI', 'SQL']"
1996,"['Data Science', 'AI']"
1997,"['Neural Networks', 'Machine Learning', 'Deep Learning']"
1998,"['AI', 'Neural Networks', 'Python Basics']"
1999,"['Big Data', 'AI', 'Statistics', 'Neural Networks']"
2000,"['Statistics', 'SQL']"
